stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000000412	9606.ENSP00000254976	M6PR	SNAP25	9606	0.154	0	0	0	0.086	0	0	0.113
9606.ENSP00000000412	9606.ENSP00000286788	M6PR	CCT8	9606	0.155	0	0	0	0.155	0	0	0
9606.ENSP00000000412	9606.ENSP00000369383	M6PR	MPV17	9606	0.158	0	0	0	0.159	0	0	0
9606.ENSP00000000412	9606.ENSP00000253413	M6PR	ATP6V1E1	9606	0.161	0	0	0	0.161	0	0	0
9606.ENSP00000000412	9606.ENSP00000355265	M6PR	MT-ATP8	9606	0.163	0	0	0	0.163	0	0	0
9606.ENSP00000000412	9606.ENSP00000398722	M6PR	CHID1	9606	0.168	0	0	0	0.06	0	0	0.152
9606.ENSP00000000412	9606.ENSP00000317714	M6PR	STX4	9606	0.17	0	0	0	0.049	0	0	0.163
9606.ENSP00000000412	9606.ENSP00000157812	M6PR	PSMC4	9606	0.178	0	0	0	0.178	0	0	0
9606.ENSP00000000412	9606.ENSP00000374455	M6PR	SQSTM1	9606	0.183	0	0	0	0.055	0	0	0.171
9606.ENSP00000000412	9606.ENSP00000354511	M6PR	COMT	9606	0.185	0	0	0	0.117	0.115	0	0
9606.ENSP00000000412	9606.ENSP00000269299	M6PR	ASGR1	9606	0.192	0	0	0	0	0	0	0.192
9606.ENSP00000000412	9606.ENSP00000451206	M6PR	NPC2	9606	0.196	0	0	0	0.075	0	0	0.167
9606.ENSP00000000412	9606.ENSP00000361926	M6PR	CNPY3	9606	0.225	0	0	0	0.074	0	0	0.198
9606.ENSP00000000412	9606.ENSP00000308430	M6PR	CYB5B	9606	0.242	0	0	0	0.134	0.161	0	0
9606.ENSP00000000412	9606.ENSP00000367265	M6PR	CKAP4	9606	0.244	0	0	0	0	0	0	0.244
9606.ENSP00000000412	9606.ENSP00000349687	M6PR	GM2A	9606	0.257	0	0	0	0.083	0	0	0.224
9606.ENSP00000000412	9606.ENSP00000357981	M6PR	CTSS	9606	0.326	0	0	0	0.077	0	0	0.3
9606.ENSP00000000412	9606.ENSP00000480853	M6PR	VPS29	9606	0.342	0	0	0	0.074	0	0	0.319
9606.ENSP00000000412	9606.ENSP00000385834	M6PR	TF	9606	0.4	0	0	0	0	0	0.4	0
9606.ENSP00000000412	9606.ENSP00000378394	M6PR	PSAP	9606	0.437	0	0	0	0.117	0	0	0.388
9606.ENSP00000000412	9606.ENSP00000222219	M6PR	DNASE2	9606	0.511	0	0	0	0.064	0	0.5	0
9606.ENSP00000000412	9606.ENSP00000336666	M6PR	AP1S1	9606	0.597	0	0	0	0.064	0	0.5	0.208
9606.ENSP00000004531	9606.ENSP00000262027	SLC7A2	MARS1	9606	0.152	0.042	0	0	0.051	0.07	0	0.116
9606.ENSP00000004531	9606.ENSP00000346080	SLC7A2	RPL22L1	9606	0.153	0	0	0	0.074	0	0	0.123
9606.ENSP00000004531	9606.ENSP00000357981	SLC7A2	CTSS	9606	0.155	0	0	0	0.053	0.068	0	0.119
9606.ENSP00000004531	9606.ENSP00000356771	SLC7A2	F5	9606	0.155	0.046	0	0	0.093	0	0	0.101
9606.ENSP00000004531	9606.ENSP00000390394	SLC7A2	SLC4A7	9606	0.156	0	0	0	0.056	0	0	0.143
9606.ENSP00000004531	9606.ENSP00000264775	SLC7A2	PLPP1	9606	0.157	0	0	0	0.103	0	0	0.099
9606.ENSP00000004531	9606.ENSP00000368572	SLC7A2	SAT1	9606	0.157	0	0	0	0	0	0	0.157
9606.ENSP00000004531	9606.ENSP00000351957	SLC7A2	PDE3A	9606	0.158	0	0	0	0.067	0.049	0	0.128
9606.ENSP00000004531	9606.ENSP00000269216	SLC7A2	GATA6	9606	0.16	0	0	0	0.072	0.045	0	0.128
9606.ENSP00000004531	9606.ENSP00000297991	SLC7A2	AQP3	9606	0.16	0	0.006	0	0.046	0.078	0	0.12
9606.ENSP00000004531	9606.ENSP00000365773	SLC7A2	PSAT1	9606	0.166	0	0	0	0.054	0.073	0	0.125
9606.ENSP00000004531	9606.ENSP00000291527	SLC7A2	TFF1	9606	0.167	0	0	0	0.074	0	0	0.138
9606.ENSP00000004531	9606.ENSP00000332256	SLC7A2	ALDH1A3	9606	0.167	0	0	0	0.087	0.045	0	0.122
9606.ENSP00000004531	9606.ENSP00000354982	SLC7A2	MT-CO3	9606	0.17	0	0	0	0	0	0.126	0.09
9606.ENSP00000004531	9606.ENSP00000354394	SLC7A2	STAT1	9606	0.171	0	0	0	0.046	0	0	0.166
9606.ENSP00000004531	9606.ENSP00000267814	SLC7A2	SORD	9606	0.172	0	0	0	0.067	0	0	0.149
9606.ENSP00000004531	9606.ENSP00000416515	SLC7A2	FDXR	9606	0.174	0	0	0	0	0	0.114	0.106
9606.ENSP00000004531	9606.ENSP00000270560	SLC7A2	TM4SF5	9606	0.177	0	0	0	0.054	0	0	0.166
9606.ENSP00000004531	9606.ENSP00000327513	SLC7A2	CSF1	9606	0.19	0	0	0	0.067	0	0	0.168
9606.ENSP00000004531	9606.ENSP00000402608	SLC7A2	CPS1	9606	0.192	0	0	0	0.08	0.071	0	0.131
9606.ENSP00000004531	9606.ENSP00000265087	SLC7A2	STC2	9606	0.192	0	0	0	0.094	0	0	0.145
9606.ENSP00000004531	9606.ENSP00000289416	SLC7A2	ACSM3	9606	0.193	0	0	0	0.058	0	0	0.179
9606.ENSP00000004531	9606.ENSP00000384849	SLC7A2	CDKN1A	9606	0.195	0	0	0	0.085	0	0	0.156
9606.ENSP00000004531	9606.ENSP00000360718	SLC7A2	RAB3B	9606	0.203	0	0	0	0.071	0.089	0	0.134
9606.ENSP00000004531	9606.ENSP00000355652	SLC7A2	RHOU	9606	0.211	0	0	0	0	0.201	0	0.053
9606.ENSP00000004531	9606.ENSP00000245479	SLC7A2	SOX9	9606	0.215	0	0	0	0.076	0.045	0	0.181
9606.ENSP00000004531	9606.ENSP00000446252	SLC7A2	SOD2	9606	0.218	0	0	0	0	0	0.175	0.092
9606.ENSP00000004531	9606.ENSP00000395983	SLC7A2	SLC12A4	9606	0.22	0	0	0	0.055	0	0	0.208
9606.ENSP00000004531	9606.ENSP00000254301	SLC7A2	LGALS3	9606	0.227	0	0	0	0	0.189	0	0.086
9606.ENSP00000004531	9606.ENSP00000478305	SLC7A2	SMOX	9606	0.227	0	0	0	0	0	0	0.227
9606.ENSP00000004531	9606.ENSP00000269305	SLC7A2	TP53	9606	0.228	0	0	0	0	0.161	0	0.118
9606.ENSP00000004531	9606.ENSP00000360966	SLC7A2	SLC2A6	9606	0.233	0	0	0	0.045	0.071	0	0.205
9606.ENSP00000004531	9606.ENSP00000362560	SLC7A2	VSTM2L	9606	0.238	0	0	0	0.057	0	0	0.226
9606.ENSP00000004531	9606.ENSP00000339191	SLC7A2	CAV1	9606	0.246	0	0	0	0.086	0.127	0	0.131
9606.ENSP00000004531	9606.ENSP00000242480	SLC7A2	EGR2	9606	0.251	0	0	0	0	0.045	0	0.248
9606.ENSP00000004531	9606.ENSP00000275525	SLC7A2	IGFBP1	9606	0.344	0	0	0	0.094	0	0	0.306
9606.ENSP00000004531	9606.ENSP00000317382	SLC7A2	SLC36A4	9606	0.363	0	0	0	0.061	0.045	0	0.347
9606.ENSP00000004531	9606.ENSP00000307188	SLC7A2	ASL	9606	0.38	0.046	0	0	0	0.071	0	0.357
9606.ENSP00000004531	9606.ENSP00000304956	SLC7A2	MN1	9606	0.386	0	0	0	0	0	0	0.386
9606.ENSP00000004531	9606.ENSP00000380666	SLC7A2	SLC7A7	9606	0.496	0	0	0.231	0.055	0.088	0	0.33
9606.ENSP00000005226	9606.ENSP00000205557	USH1C	ABCC6	9606	0.151	0	0.017	0	0.065	0.053	0	0.117
9606.ENSP00000005226	9606.ENSP00000324532	USH1C	LAMA3	9606	0.153	0	0	0	0.044	0.093	0	0.102
9606.ENSP00000005226	9606.ENSP00000361540	USH1C	CDC20	9606	0.153	0	0	0	0	0.125	0	0.072
9606.ENSP00000005226	9606.ENSP00000332256	USH1C	ALDH1A3	9606	0.155	0	0	0	0.058	0.066	0	0.117
9606.ENSP00000005226	9606.ENSP00000317257	USH1C	CPNE1	9606	0.155	0	0	0	0	0	0	0.156
9606.ENSP00000005226	9606.ENSP00000427123	USH1C	RAI14	9606	0.158	0	0	0	0	0.099	0	0.104
9606.ENSP00000005226	9606.ENSP00000216330	USH1C	FKBP3	9606	0.164	0	0	0	0.055	0.071	0	0.125
9606.ENSP00000005226	9606.ENSP00000479261	USH1C	UNC13B	9606	0.166	0	0	0	0.055	0.078	0	0.12
9606.ENSP00000005226	9606.ENSP00000482335	USH1C	MAP7	9606	0.169	0	0	0	0.15	0.048	0	0.055
9606.ENSP00000005226	9606.ENSP00000254958	USH1C	JAG1	9606	0.17	0	0	0	0	0.085	0	0.131
9606.ENSP00000005226	9606.ENSP00000261769	USH1C	CDH1	9606	0.171	0	0	0	0.062	0.091	0	0.106
9606.ENSP00000005226	9606.ENSP00000418735	USH1C	ADAMTS9	9606	0.174	0	0	0	0.047	0.045	0	0.166
9606.ENSP00000005226	9606.ENSP00000282588	USH1C	ITGA1	9606	0.179	0	0	0	0.052	0	0	0.17
9606.ENSP00000005226	9606.ENSP00000358310	USH1C	ITGA10	9606	0.179	0	0	0	0.052	0	0	0.17
9606.ENSP00000005226	9606.ENSP00000355110	USH1C	SMOC1	9606	0.183	0	0	0	0.063	0	0	0.164
9606.ENSP00000005226	9606.ENSP00000296585	USH1C	ITGA2	9606	0.187	0	0	0	0.06	0	0	0.17
9606.ENSP00000005226	9606.ENSP00000305852	USH1C	TM4SF4	9606	0.199	0	0	0	0.125	0	0	0.122
9606.ENSP00000005226	9606.ENSP00000342143	USH1C	PDZK1	9606	0.2	0	0	0	0.106	0	0	0.142
9606.ENSP00000005226	9606.ENSP00000346240	USH1C	FBXO2	9606	0.204	0	0	0	0.067	0	0	0.182
9606.ENSP00000005226	9606.ENSP00000269141	USH1C	CDH2	9606	0.206	0	0	0	0.046	0.092	0	0.157
9606.ENSP00000005226	9606.ENSP00000270560	USH1C	TM4SF5	9606	0.207	0	0	0	0.203	0	0	0.047
9606.ENSP00000005226	9606.ENSP00000428184	USH1C	SDCBP	9606	0.209	0	0	0	0	0	0	0.209
9606.ENSP00000005226	9606.ENSP00000356548	USH1C	LTV1	9606	0.21	0	0	0	0.046	0.206	0	0
9606.ENSP00000005226	9606.ENSP00000312987	USH1C	HNF4A	9606	0.213	0	0	0	0.202	0	0	0.055
9606.ENSP00000005226	9606.ENSP00000468312	USH1C	EML2	9606	0.214	0	0	0	0	0.125	0	0.139
9606.ENSP00000005226	9606.ENSP00000497806	USH1C	DLG4	9606	0.217	0	0	0	0	0.099	0	0.166
9606.ENSP00000005226	9606.ENSP00000237172	USH1C	FILIP1	9606	0.228	0	0	0	0	0.093	0	0.184
9606.ENSP00000005226	9606.ENSP00000279488	USH1C	DUSP6	9606	0.232	0	0	0	0	0.071	0	0.208
9606.ENSP00000005226	9606.ENSP00000421377	USH1C	PIEZO2	9606	0.246	0	0	0	0	0	0	0.246
9606.ENSP00000005226	9606.ENSP00000378868	USH1C	A1CF	9606	0.248	0	0	0	0.249	0	0	0
9606.ENSP00000005226	9606.ENSP00000345096	USH1C	IMPDH1	9606	0.258	0	0	0	0	0	0	0.258
9606.ENSP00000005226	9606.ENSP00000315379	USH1C	PRPF3	9606	0.259	0	0	0	0	0	0	0.259
9606.ENSP00000005226	9606.ENSP00000302100	USH1C	LGALS4	9606	0.263	0	0	0	0.185	0	0	0.133
9606.ENSP00000005226	9606.ENSP00000471896	USH1C	IRF3	9606	0.269	0	0	0	0	0.045	0	0.266
9606.ENSP00000005226	9606.ENSP00000376753	USH1C	GIPC1	9606	0.293	0	0	0	0.06	0	0	0.279
9606.ENSP00000005226	9606.ENSP00000485028	USH1C	MUC13	9606	0.308	0	0	0	0.245	0.085	0	0.079
9606.ENSP00000005226	9606.ENSP00000303028	USH1C	TM4SF20	9606	0.321	0	0	0	0.142	0	0	0.241
9606.ENSP00000005226	9606.ENSP00000248444	USH1C	VIL1	9606	0.342	0	0	0	0.292	0	0	0.108
9606.ENSP00000005226	9606.ENSP00000339191	USH1C	CAV1	9606	0.399	0	0	0	0.052	0	0	0.393
9606.ENSP00000005226	9606.ENSP00000288139	USH1C	CACNA1D	9606	0.406	0	0	0	0.056	0.08	0	0.371
9606.ENSP00000005226	9606.ENSP00000393392	USH1C	MYO1A	9606	0.553	0	0	0	0.203	0	0	0.463
9606.ENSP00000005226	9606.ENSP00000027335	USH1C	CDH17	9606	0.578	0	0	0	0.257	0.091	0	0.425
9606.ENSP00000005226	9606.ENSP00000358820	USH1C	EPS8L3	9606	0.616	0	0	0	0.425	0	0	0.359
9606.ENSP00000005226	9606.ENSP00000390394	USH1C	SLC4A7	9606	0.85	0	0	0	0	0.301	0	0.795
9606.ENSP00000005226	9606.ENSP00000415090	USH1C	MYO7B	9606	0.985	0	0	0	0.169	0.928	0	0.777
9606.ENSP00000005226	9606.ENSP00000308772	USH1C	ANKS4B	9606	0.995	0	0	0	0.138	0.955	0	0.886
9606.ENSP00000005286	9606.ENSP00000264039	TMEM132A	GPC1	9606	0.153	0	0	0	0.109	0	0	0.089
9606.ENSP00000005286	9606.ENSP00000438349	TMEM132A	TRMT112	9606	0.156	0	0	0	0.049	0	0	0.149
9606.ENSP00000005286	9606.ENSP00000264144	TMEM132A	LAMC2	9606	0.16	0	0	0	0.058	0	0	0.145
9606.ENSP00000005286	9606.ENSP00000383894	TMEM132A	MATN3	9606	0.161	0	0	0	0.098	0	0	0.108
9606.ENSP00000005286	9606.ENSP00000349436	TMEM132A	ADAM15	9606	0.163	0	0	0	0.111	0	0	0.097
9606.ENSP00000005286	9606.ENSP00000361066	TMEM132A	NCOA3	9606	0.165	0	0	0	0	0.166	0	0
9606.ENSP00000005286	9606.ENSP00000231461	TMEM132A	ST8SIA4	9606	0.169	0	0	0	0	0.169	0	0
9606.ENSP00000005286	9606.ENSP00000356574	TMEM132A	QSOX1	9606	0.177	0	0	0	0.062	0	0	0.159
9606.ENSP00000005286	9606.ENSP00000222543	TMEM132A	TFPI2	9606	0.181	0	0	0	0.057	0	0	0.167
9606.ENSP00000005286	9606.ENSP00000293379	TMEM132A	ITGA5	9606	0.182	0	0	0	0.042	0	0	0.181
9606.ENSP00000005286	9606.ENSP00000265174	TMEM132A	PAPSS1	9606	0.183	0	0	0	0	0.183	0	0
9606.ENSP00000005286	9606.ENSP00000378292	TMEM132A	KRT80	9606	0.191	0	0	0	0.062	0	0	0.173
9606.ENSP00000005286	9606.ENSP00000261023	TMEM132A	ITGAV	9606	0.193	0	0	0	0.067	0	0	0.17
9606.ENSP00000005286	9606.ENSP00000360540	TMEM132A	CEP55	9606	0.202	0	0	0	0.056	0.19	0	0
9606.ENSP00000005286	9606.ENSP00000355589	TMEM132A	SIPA1L2	9606	0.209	0	0	0	0.071	0	0	0.184
9606.ENSP00000005286	9606.ENSP00000429150	TMEM132A	FAM49B	9606	0.246	0	0	0	0	0	0	0.247
9606.ENSP00000005286	9606.ENSP00000265342	TMEM132A	FSTL4	9606	0.253	0	0	0	0.055	0	0	0.242
9606.ENSP00000005286	9606.ENSP00000297205	TMEM132A	STEAP1	9606	0.26	0	0	0	0	0	0	0.26
9606.ENSP00000005286	9606.ENSP00000302961	TMEM132A	HSPA4	9606	0.261	0	0	0	0	0	0	0.261
9606.ENSP00000005286	9606.ENSP00000296059	TMEM132A	TM4SF18	9606	0.269	0	0	0	0	0	0	0.269
9606.ENSP00000005286	9606.ENSP00000381204	TMEM132A	TMEM123	9606	0.27	0	0	0	0	0	0	0.27
9606.ENSP00000005286	9606.ENSP00000359380	TMEM132A	SCD	9606	0.284	0	0	0	0.072	0	0	0.26
9606.ENSP00000005386	9606.ENSP00000265729	RPAP3	SRI	9606	0.15	0	0	0	0.092	0	0	0.102
9606.ENSP00000005386	9606.ENSP00000216442	RPAP3	ATP6V1D	9606	0.151	0	0	0	0.085	0.091	0	0.062
9606.ENSP00000005386	9606.ENSP00000302037	RPAP3	MFF	9606	0.151	0	0	0	0.084	0.106	0	0.046
9606.ENSP00000005386	9606.ENSP00000157812	RPAP3	PSMC4	9606	0.152	0	0	0	0.139	0.055	0	0
9606.ENSP00000005386	9606.ENSP00000220853	RPAP3	EMC2	9606	0.154	0	0	0	0.144	0.053	0	0
9606.ENSP00000005386	9606.ENSP00000255120	RPAP3	NASP	9606	0.155	0	0	0	0.086	0	0	0.114
9606.ENSP00000005386	9606.ENSP00000468312	RPAP3	EML2	9606	0.155	0	0	0	0.048	0.129	0	0.062
9606.ENSP00000005386	9606.ENSP00000267814	RPAP3	SORD	9606	0.155	0	0	0	0.058	0	0	0.139
9606.ENSP00000005386	9606.ENSP00000296930	RPAP3	NPM1	9606	0.156	0	0	0	0.131	0	0	0.069
9606.ENSP00000005386	9606.ENSP00000482335	RPAP3	MAP7	9606	0.156	0	0	0	0.049	0.092	0	0.101
9606.ENSP00000005386	9606.ENSP00000216190	RPAP3	EIF3D	9606	0.159	0	0	0	0.159	0	0	0
9606.ENSP00000005386	9606.ENSP00000357709	RPAP3	S100A6	9606	0.16	0	0	0	0.052	0.106	0	0.089
9606.ENSP00000005386	9606.ENSP00000402510	RPAP3	MTRR	9606	0.161	0	0	0	0.135	0.045	0	0.066
9606.ENSP00000005386	9606.ENSP00000361540	RPAP3	CDC20	9606	0.161	0	0	0	0.055	0.129	0	0.062
9606.ENSP00000005386	9606.ENSP00000344635	RPAP3	CCNG1	9606	0.162	0	0	0	0.091	0.095	0	0.063
9606.ENSP00000005386	9606.ENSP00000480987	RPAP3	MCM3	9606	0.163	0	0	0	0.059	0.132	0	0.057
9606.ENSP00000005386	9606.ENSP00000295899	RPAP3	THOC7	9606	0.164	0	0	0	0.164	0	0	0
9606.ENSP00000005386	9606.ENSP00000297579	RPAP3	DCAF13	9606	0.165	0	0	0	0.142	0.067	0	0
9606.ENSP00000005386	9606.ENSP00000352401	RPAP3	RPE	9606	0.166	0.048	0	0	0.14	0	0	0.064
9606.ENSP00000005386	9606.ENSP00000256442	RPAP3	CCNB1	9606	0.166	0	0	0	0.096	0.095	0	0.063
9606.ENSP00000005386	9606.ENSP00000497744	RPAP3	CTPS1	9606	0.167	0.046	0	0	0.121	0.071	0	0.057
9606.ENSP00000005386	9606.ENSP00000315379	RPAP3	PRPF3	9606	0.167	0	0	0	0.131	0	0	0.081
9606.ENSP00000005386	9606.ENSP00000497806	RPAP3	DLG4	9606	0.167	0	0	0	0	0.084	0.126	0.044
9606.ENSP00000005386	9606.ENSP00000364119	RPAP3	EIF2S2	9606	0.168	0	0	0	0.168	0	0	0
9606.ENSP00000005386	9606.ENSP00000265174	RPAP3	PAPSS1	9606	0.17	0.052	0	0	0.052	0	0.11	0.084
9606.ENSP00000005386	9606.ENSP00000251810	RPAP3	RRM2B	9606	0.171	0	0	0	0.141	0.051	0	0.065
9606.ENSP00000005386	9606.ENSP00000217958	RPAP3	PSMD10	9606	0.171	0	0	0	0.111	0.106	0	0.041
9606.ENSP00000005386	9606.ENSP00000478561	RPAP3	CYP1B1	9606	0.172	0	0	0	0.081	0.057	0.112	0.052
9606.ENSP00000005386	9606.ENSP00000346464	RPAP3	VPS72	9606	0.172	0	0	0	0.161	0.053	0	0
9606.ENSP00000005386	9606.ENSP00000264156	RPAP3	MCM6	9606	0.172	0	0	0	0.105	0.113	0	0
9606.ENSP00000005386	9606.ENSP00000389414	RPAP3	TBXAS1	9606	0.172	0	0	0	0.081	0.057	0.112	0.052
9606.ENSP00000005386	9606.ENSP00000355206	RPAP3	MT-ND3	9606	0.173	0	0	0	0.104	0	0	0.115
9606.ENSP00000005386	9606.ENSP00000287156	RPAP3	UBE2L6	9606	0.174	0	0	0	0.09	0.108	0	0.064
9606.ENSP00000005386	9606.ENSP00000430493	RPAP3	CNOT8	9606	0.174	0	0	0	0.105	0	0	0.115
9606.ENSP00000005386	9606.ENSP00000425561	RPAP3	EIF4E	9606	0.175	0	0	0	0.125	0.091	0	0.047
9606.ENSP00000005386	9606.ENSP00000225298	RPAP3	UTP18	9606	0.177	0	0	0	0.177	0	0	0
9606.ENSP00000005386	9606.ENSP00000421377	RPAP3	PIEZO2	9606	0.177	0	0	0	0.059	0.125	0	0.081
9606.ENSP00000005386	9606.ENSP00000280557	RPAP3	DENR	9606	0.18	0	0	0	0.158	0	0	0.066
9606.ENSP00000005386	9606.ENSP00000314193	RPAP3	WDR75	9606	0.181	0	0	0	0.181	0	0	0
9606.ENSP00000005386	9606.ENSP00000348168	RPAP3	GTF2E2	9606	0.181	0	0	0	0.181	0	0	0
9606.ENSP00000005386	9606.ENSP00000324856	RPAP3	STK11	9606	0.182	0	0	0	0	0.177	0	0.047
9606.ENSP00000005386	9606.ENSP00000430432	RPAP3	HDAC2	9606	0.182	0	0	0	0.124	0.091	0	0.055
9606.ENSP00000005386	9606.ENSP00000307833	RPAP3	FBXO22	9606	0.183	0	0	0	0.184	0	0	0
9606.ENSP00000005386	9606.ENSP00000356548	RPAP3	LTV1	9606	0.186	0	0	0	0.186	0	0	0
9606.ENSP00000005386	9606.ENSP00000216455	RPAP3	PSMA3	9606	0.188	0	0	0	0.145	0.076	0	0.055
9606.ENSP00000005386	9606.ENSP00000296786	RPAP3	UBLCP1	9606	0.188	0	0	0	0.157	0.064	0	0.054
9606.ENSP00000005386	9606.ENSP00000315791	RPAP3	CSTF3	9606	0.191	0	0	0	0.154	0	0	0.084
9606.ENSP00000005386	9606.ENSP00000391211	RPAP3	PSMC2	9606	0.194	0	0	0	0.141	0.073	0	0.07
9606.ENSP00000005386	9606.ENSP00000219479	RPAP3	NME4	9606	0.196	0.042	0	0	0.056	0	0.176	0.048
9606.ENSP00000005386	9606.ENSP00000362153	RPAP3	GNL2	9606	0.197	0	0	0	0.18	0.045	0	0.057
9606.ENSP00000005386	9606.ENSP00000233893	RPAP3	HSPE1	9606	0.198	0	0	0	0.126	0.069	0	0.093
9606.ENSP00000005386	9606.ENSP00000302100	RPAP3	LGALS4	9606	0.199	0	0	0	0.05	0.071	0	0.166
9606.ENSP00000005386	9606.ENSP00000487365	RPAP3	HSPH1	9606	0.2	0	0	0	0.093	0.132	0	0.066
9606.ENSP00000005386	9606.ENSP00000338788	RPAP3	ZC3H15	9606	0.2	0	0	0	0.177	0.067	0	0
9606.ENSP00000005386	9606.ENSP00000298556	RPAP3	HPRT1	9606	0.201	0	0	0	0.078	0.144	0	0.07
9606.ENSP00000005386	9606.ENSP00000407509	RPAP3	PNPLA6	9606	0.204	0	0	0	0.044	0.168	0	0.08
9606.ENSP00000005386	9606.ENSP00000044462	RPAP3	PSMA4	9606	0.205	0	0	0	0.163	0.076	0	0.055
9606.ENSP00000005386	9606.ENSP00000337060	RPAP3	NME1	9606	0.207	0.042	0	0	0.069	0	0.176	0.048
9606.ENSP00000005386	9606.ENSP00000386541	RPAP3	PSMD14	9606	0.208	0	0	0	0.177	0.078	0	0
9606.ENSP00000005386	9606.ENSP00000325312	RPAP3	METAP2	9606	0.208	0.041	0	0	0.183	0	0	0.07
9606.ENSP00000005386	9606.ENSP00000188312	RPAP3	ACTR6	9606	0.208	0	0	0	0.198	0.053	0	0
9606.ENSP00000005386	9606.ENSP00000350170	RPAP3	FXR1	9606	0.211	0	0	0	0.168	0	0	0.091
9606.ENSP00000005386	9606.ENSP00000284719	RPAP3	OLA1	9606	0.212	0.053	0	0	0.092	0.112	0	0.09
9606.ENSP00000005386	9606.ENSP00000369871	RPAP3	HAUS6	9606	0.214	0	0	0	0.214	0	0	0
9606.ENSP00000005386	9606.ENSP00000357633	RPAP3	GLRX3	9606	0.219	0	0	0	0.081	0	0	0.185
9606.ENSP00000005386	9606.ENSP00000493382	RPAP3	PHGDH	9606	0.22	0.042	0	0	0.047	0.179	0	0.082
9606.ENSP00000005386	9606.ENSP00000348442	RPAP3	PSMD12	9606	0.221	0	0	0	0.193	0.071	0	0.044
9606.ENSP00000005386	9606.ENSP00000202816	RPAP3	ESF1	9606	0.222	0	0	0	0.213	0.052	0	0
9606.ENSP00000005386	9606.ENSP00000346693	RPAP3	ELOVL2	9606	0.237	0	0	0	0.049	0.066	0	0.209
9606.ENSP00000005386	9606.ENSP00000360473	RPAP3	PFDN4	9606	0.246	0	0	0	0.141	0	0	0.158
9606.ENSP00000005386	9606.ENSP00000261772	RPAP3	AARS1	9606	0.25	0.044	0	0	0.069	0.189	0	0.083
9606.ENSP00000005386	9606.ENSP00000401010	RPAP3	CAPZB	9606	0.253	0	0	0	0.049	0.246	0	0.042
9606.ENSP00000005386	9606.ENSP00000428259	RPAP3	CETN3	9606	0.255	0	0	0	0.203	0.096	0	0.049
9606.ENSP00000005386	9606.ENSP00000302530	RPAP3	BUB1	9606	0.258	0	0	0	0.15	0.142	0	0.064
9606.ENSP00000005386	9606.ENSP00000315644	RPAP3	TYMS	9606	0.259	0	0	0	0.081	0	0.218	0.052
9606.ENSP00000005386	9606.ENSP00000319255	RPAP3	CHORDC1	9606	0.305	0	0	0	0.113	0	0	0.249
9606.ENSP00000005386	9606.ENSP00000286428	RPAP3	VBP1	9606	0.307	0	0	0	0.149	0	0	0.22
9606.ENSP00000005386	9606.ENSP00000356652	RPAP3	CACYBP	9606	0.311	0	0	0	0.143	0.181	0	0.096
9606.ENSP00000005386	9606.ENSP00000354961	RPAP3	MT-ND4	9606	0.348	0	0	0	0.058	0.28	0	0.116
9606.ENSP00000005386	9606.ENSP00000471700	RPAP3	FKBP8	9606	0.359	0	0	0	0.057	0.203	0	0.216
9606.ENSP00000005386	9606.ENSP00000351619	RPAP3	PBLD	9606	0.362	0.049	0	0	0	0	0	0.357
9606.ENSP00000005386	9606.ENSP00000386636	RPAP3	SSB	9606	0.371	0	0	0	0.352	0.045	0	0.065
9606.ENSP00000005386	9606.ENSP00000216479	RPAP3	AHSA1	9606	0.39	0	0	0	0.147	0.071	0	0.292
9606.ENSP00000005386	9606.ENSP00000447942	RPAP3	PFDN5	9606	0.392	0.041	0	0	0.082	0.166	0	0.27
9606.ENSP00000005386	9606.ENSP00000221801	RPAP3	FBL	9606	0.395	0	0	0	0.077	0.065	0	0.355
9606.ENSP00000005386	9606.ENSP00000304440	RPAP3	HAS3	9606	0.42	0.046	0	0	0.061	0.255	0.186	0.098
9606.ENSP00000005386	9606.ENSP00000400471	RPAP3	TMEM106C	9606	0.457	0	0	0	0.053	0	0	0.45
9606.ENSP00000005386	9606.ENSP00000274606	RPAP3	NHP2	9606	0.527	0	0	0	0.076	0.052	0	0.504
9606.ENSP00000005386	9606.ENSP00000219548	RPAP3	STUB1	9606	0.571	0	0	0	0.047	0.05	0.54	0.092
9606.ENSP00000005386	9606.ENSP00000383949	RPAP3	SNU13	9606	0.596	0	0	0	0.08	0.052	0	0.574
9606.ENSP00000005386	9606.ENSP00000377958	RPAP3	CCT4	9606	0.6	0	0	0	0.135	0.045	0.54	0.072
9606.ENSP00000005386	9606.ENSP00000286788	RPAP3	CCT8	9606	0.603	0	0	0	0.133	0	0.54	0.086
9606.ENSP00000005386	9606.ENSP00000258091	RPAP3	CCT7	9606	0.608	0	0	0	0.152	0.045	0.54	0.072
9606.ENSP00000005386	9606.ENSP00000342889	RPAP3	POLR2K	9606	0.612	0	0	0	0.143	0.45	0	0.243
9606.ENSP00000005386	9606.ENSP00000299300	RPAP3	CCT2	9606	0.623	0	0	0	0.175	0.045	0.54	0.082
9606.ENSP00000005386	9606.ENSP00000381984	RPAP3	RPRD1A	9606	0.624	0	0	0	0.138	0.207	0	0.494
9606.ENSP00000005386	9606.ENSP00000280326	RPAP3	CCT5	9606	0.667	0	0	0	0.147	0.194	0.54	0.072
